ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,rank,zscore
BP,GO:0006163,purine nucleotide metabolic process,143/3993,424/19395,1.298435107166755e-10,2.6466435601082356e-8,1.9362628791083192e-8,11674/14433/14104/27273/18103/68603/104112/66725/60525/192156/21991/98660/18126/67054/66945/108155/11717/214254/11949/70456/14081/14635/18746/230103/14751/107476/56248/56428/27402/18648/56451/227731/18641/52538/227197/319801/56738/12398/66885/74006/72106/19017/18597/19139/16828/68943/235339/108156/19384/270166/18640/226646/66592/16000/67059/15481/53893/74167/20185/26430/18655/72900/56360/216805/84682/18950/228026/271639/20916/56045/105446/56421/11947/11545/68550/74143/100705/225887/67800/71679/28080/12859/66826/170789/13382/71147/67528/67914/18573/12015/79059/16548/11564/19164/17319/236900/66445/13350/14679/108099/110119/19883/72141/17257/18439/208715/171282/98496/12857/108079/104158/27369/15277/18604/14555/57320/68837/17995/66072/17425/68087/106564/11946/13063/269523/18585/22272/20848/211948/66043/15488/12499/67414/269614/70025/67267/11964/328099/12974/16434/11957/16969/12867,143,30,6.123386153768655
BP,GO:0044403,symbiont process,117/3993,328/19395,1.3535687999249956e-10,2.6520858965948737e-8,1.940244448169422e-8,14433/13858/26362/15944/16149/56491/18563/236573/13857/26424/58185/22329/12389/16650/50701/20304/12504/11816/83383/99375/12767/100702/671535/55932/20128/16647/15161/75778/69550/230908/20817/14114/68995/68776/13138/11826/19205/19766/27354/16852/18571/68184/54396/331401/268373/16543/21454/15510/20823/15481/14268/18458/53817/72949/67738/12018/12125/100038882/19182/68441/58203/22670/22196/74735/225363/328572/14775/22278/223691/13669/20568/80743/20815/21849/19062/20723/229900/78610/73158/19358/12015/16410/19349/20587/110532/78781/12121/18453/12914/107829/12913/13830/30960/20853/26965/15894/13207/228607/269523/217069/22038/80876/18983/13194/211948/20846/224020/53413/29869/16476/20586/66201/67655/94091/98415/59004/74488,117,31.5,1.283551238614283
BP,GO:0046496,nicotinamide nucleotide metabolic process,67/3993,155/19395,1.387845440572951e-10,2.6520858965948737e-8,1.940244448169422e-8,11674/14433/14381/110208/15483/14261/21991/12409/59027/108155/21351/17436/70456/14635/55990/18746/14751/269951/17448/56428/27402/78920/18648/18641/319801/266690/12398/72106/19017/18597/16828/235339/18640/16000/107029/192185/20185/18655/54683/17449/56421/66646/21881/13382/16548/19164/17319/108099/110119/223646/72141/18439/170718/108079/15277/14555/15929/68837/17425/269523/107766/20848/19895/12499/56857/67834/16969,67,31.5,6.715471761210061
BP,GO:0008380,RNA splicing,124/3993,354/19395,1.4753503712347673e-10,2.733868945485031e-8,2.000076260844581e-8,11758/110213/19655/81898/68272/71514/22258/20384/20637/18949/230753/192196/20926/12747/60532/20658/57317/20646/12750/230908/67197/20624/110809/20817/28000/76936/101214/75956/27374/19205/22608/224836/56758/214572/56335/12696/76938/331401/15388/231386/66921/56403/74044/231769/18139/98758/83486/67040/18708/15481/15387/18458/54614/53817/12261/320632/59013/67755/20383/20382/66704/22668/70650/70601/59092/225027/20815/27366/14300/67684/20462/76265/217207/66978/76167/67996/53607/117198/51810/73473/11652/51796/68675/66587/170791/53379/14007/107817/19134/69269/28035/68988/67039/192159/18148/107829/68183/67106/216766/13548/53317/108014/13207/20901/68278/328110/11834/229279/54723/67225/20218/219158/22431/67836/433702/16549/20639/21681/192170/20227/234373/16969/60365/192160,124,33,-3.976074376343004
BP,GO:0009895,negative regulation of catabolic process,104/3993,282/19395,1.629223265057204e-10,2.9302059605367065e-8,2.1437148224436897e-8,21858/69903/13121/11539/110147/18772/22213/66725/13649/110595/15439/56228/59027/18126/108155/15258/16846/75744/230753/243270/18673/12328/210376/20333/22339/381629/230908/56428/56717/17248/71169/242669/76983/319801/19205/19165/22608/15216/12398/24086/65114/208643/19017/67025/12696/68943/59025/66753/69601/114128/13636/56403/80885/20720/211134/78246/18458/20588/79263/68441/26903/56208/55988/223870/20660/171543/53422/14705/52477/100705/72344/23988/13690/71472/73158/51810/116891/270627/19164/117149/52892/79554/77134/11991/224727/252870/57320/21857/68837/107045/77006/17425/54375/20848/100503670/219158/93739/74374/70461/11651/57438/19697/269473/100855,104,34,2.737713892253325
BP,GO:0009896,positive regulation of catabolic process,139/3993,411/19395,1.898928334047523e-10,3.3176990750573156e-8,2.427201629985556e-8,16009/69635/242960/15944/11539/20620/217410/67493/66725/12389/20671/71999/231672/20869/330863/75744/68728/13032/11816/384783/80912/14466/140742/20333/67469/16835/99375/23806/20128/26420/19684/66853/75234/320528/17454/19165/12398/231600/65114/74326/56335/76892/68943/67154/54396/69601/71701/68098/230895/15519/100494/16000/218215/27373/230598/21944/26419/93759/18458/15289/208922/98732/16151/30945/107607/18245/22225/12125/192193/216805/233900/19229/64209/68545/56208/216963/20660/93960/239528/216157/108089/67839/338359/11596/235406/56736/20610/72287/73158/19358/11652/270627/19164/70797/17319/19349/56458/56484/14679/77128/66498/110616/78781/12520/319229/56367/75788/18439/66313/18718/108079/11991/72345/15277/224727/14555/77006/65113/108083/257632/217351/11502/269523/18983/13194/112403/12499/11920/16549/227331/67267/12176/18475/74374/21425/11651/56440/11789/107568,139,35,4.38778348922279
BP,GO:0006417,regulation of translation,112/3993,312/19395,2.1647177012769231e-10,3.6668783428475014e-8,2.682658339217951e-8,14433/69635/13665/67493/227682/69956/26987/231207/19401/13684/20430/217980/108954/72201/80912/19045/108989/107508/11727/224045/56717/230861/17454/19205/208643/16589/74326/56335/12696/68943/15388/232791/56347/213753/56403/72508/105638/16000/209354/116905/53817/12261/234384/208922/66084/67579/22352/66399/80913/66704/26413/19229/328572/239528/14359/53422/28146/17975/276770/83485/17347/70207/76850/13078/13690/18750/73158/12785/11652/56484/17872/71787/234734/226982/217715/13418/18148/216766/15467/11991/16341/229317/14151/68966/78913/26908/53872/12317/217351/18983/20848/56055/100503670/20218/67228/22431/433702/26905/67843/100037258/16549/227331/67267/18626/12567/11651/192170/207214/67070/211064/78796/192160,112,36.5,4.762163912362229
BP,GO:1903050,regulation of proteolysis involved in cellular protein catabolic process,81/3993,203/19395,2.218716249964964e-10,3.6668783428475014e-8,2.682658339217951e-8,20620/217410/22213/66725/59029/56228/12389/18023/71999/231672/108155/15258/330863/75744/13032/11816/14466/12328/214254/23806/26420/75234/19165/15216/12398/231600/24086/67025/76892/59025/66753/69601/68098/13636/100494/218215/27373/17846/26419/30945/22225/192193/20588/79263/233900/19229/64209/68545/14775/223870/216157/108089/56736/20610/71472/19358/116891/270627/19164/70797/19188/52892/53323/66498/19359/110616/18763/19192/75788/224727/252870/57320/77006/19186/269523/100503670/219158/93739/74374/11651/57438,81,36.5,4.846714010968653
BP,GO:0061136,regulation of proteasomal protein catabolic process,72/3993,173/19395,2.363147020298034e-10,3.7521792936481595e-8,2.7450638202874174e-8,20620/217410/22213/66725/59029/56228/12389/18023/71999/231672/108155/75744/11816/14466/12328/214254/23806/26420/75234/19165/15216/12398/231600/24086/67025/76892/59025/66753/69601/68098/100494/218215/27373/17846/26419/30945/22225/192193/20588/233900/64209/68545/14775/223870/216157/108089/56736/71472/19358/116891/270627/19164/70797/19188/52892/53323/66498/19359/110616/18763/19192/224727/252870/57320/77006/19186/269523/219158/93739/74374/11651/57438,72,42.5,4.645972690477625
BP,GO:0006913,nucleocytoplasmic transport,104/3993,284/19395,2.600228877032657e-10,3.7521792936481595e-8,2.7450638202874174e-8,12575/17472/15183/66725/18969/16650/71983/233726/71999/11865/16846/75751/108989/20238/20926/21428/445007/24015/234733/19387/16647/11606/230908/74213/56338/15242/69482/97112/53319/235626/52163/432508/353258/16589/19247/12491/331401/231386/19384/229709/234549/52668/21416/110750/320938/16543/16649/20823/18708/15481/54196/53817/20383/223864/16905/76582/26413/16646/65246/77938/13663/227720/54194/276770/21849/213990/11600/26416/227699/73473/19164/74504/103573/13680/53379/18763/17381/11737/75788/18148/19069/107829/16648/57320/19052/16211/13207/18767/68278/19058/12317/228607/20848/74204/20218/12034/433702/269113/16480/72149/227154/11651/66233/71844,104,42.5,1.8233692233542071
BP,GO:0051169,nuclear transport,104/3993,284/19395,2.600228877032657e-10,3.7521792936481595e-8,2.7450638202874174e-8,12575/17472/15183/66725/18969/16650/71983/233726/71999/11865/16846/75751/108989/20238/20926/21428/445007/24015/234733/19387/16647/11606/230908/74213/56338/15242/69482/97112/53319/235626/52163/432508/353258/16589/19247/12491/331401/231386/19384/229709/234549/52668/21416/110750/320938/16543/16649/20823/18708/15481/54196/53817/20383/223864/16905/76582/26413/16646/65246/77938/13663/227720/54194/276770/21849/213990/11600/26416/227699/73473/19164/74504/103573/13680/53379/18763/17381/11737/75788/18148/19069/107829/16648/57320/19052/16211/13207/18767/68278/19058/12317/228607/20848/74204/20218/12034/433702/269113/16480/72149/227154/11651/66233/71844,104,42.5,1.8233692233542071
BP,GO:0019362,pyridine nucleotide metabolic process,67/3993,157/19395,2.71829988426352e-10,3.7521792936481595e-8,2.7450638202874174e-8,11674/14433/14381/110208/15483/14261/21991/12409/59027/108155/21351/17436/70456/14635/55990/18746/14751/269951/17448/56428/27402/78920/18648/18641/319801/266690/12398/72106/19017/18597/16828/235339/18640/16000/107029/192185/20185/18655/54683/17449/56421/66646/21881/13382/16548/19164/17319/108099/110119/223646/72141/18439/170718/108079/15277/14555/15929/68837/17425/269523/107766/20848/19895/12499/56857/67834/16969,67,42.5,6.715471761210061
BP,GO:0072521,purine-containing compound metabolic process,153/3993,466/19395,2.730923215663607e-10,3.7521792936481595e-8,2.7450638202874174e-8,11674/14433/14104/27273/18103/68603/104112/66725/60525/74340/192156/21991/98660/18126/67054/66945/108155/11717/214254/11949/70456/14081/14635/18746/230103/14751/107476/56248/66902/56428/27402/14431/18648/56451/227731/18641/52538/227197/319801/56738/12398/66885/74006/107569/72106/19017/18597/19139/16828/68943/106821/235339/108156/19384/270166/18640/229709/226646/66592/16000/67059/15481/53893/74167/20185/26430/18655/72900/56360/216805/84682/18950/228026/271639/20916/56045/105446/56421/11947/14544/11545/18537/68550/74143/100705/225887/67800/71679/28080/12859/66826/170789/13382/71147/67528/67914/18573/12015/79059/16548/11564/19164/17319/236900/66445/13350/14679/22436/108099/110119/19883/72141/17257/18439/208715/171282/98496/12857/108079/104158/27369/15277/18604/14555/57320/68837/17995/66072/17425/68087/106564/11946/13063/269523/18585/22272/20848/211948/66043/15488/12499/67414/269614/70025/67267/11964/328099/12974/16434/11957/16969/269378/12867,153,42.5,6.33158834645865
BP,GO:0031331,positive regulation of cellular catabolic process,121/3993,346/19395,2.7602184875406227e-10,3.7521792936481595e-8,2.7450638202874174e-8,16009/69635/242960/15944/20620/217410/67493/66725/12389/71999/231672/20869/330863/75744/68728/13032/11816/384783/80912/14466/140742/67469/16835/23806/26420/19684/66853/75234/320528/17454/19165/12398/231600/65114/74326/56335/76892/68943/67154/54396/69601/71701/68098/230895/15519/100494/16000/218215/27373/230598/26419/93759/18458/15289/208922/98732/16151/30945/107607/22225/12125/192193/216805/233900/19229/64209/68545/56208/216963/239528/216157/108089/67839/338359/11596/235406/56736/20610/72287/73158/19358/11652/270627/19164/70797/17319/56458/56484/14679/66498/110616/78781/12520/56367/75788/18439/18718/108079/11991/72345/15277/224727/14555/77006/108083/257632/217351/11502/269523/18983/112403/12499/11920/16549/227331/67267/12176/18475/74374/21425/11651,121,42.5,4.188517239109889
BP,GO:0001667,ameboidal-type cell migration,135/3993,398/19395,2.7713222120253627e-10,3.7521792936481595e-8,2.7450638202874174e-8,101401/20315/15507/20620/16336/18606/320924/18858/20671/114886/21813/18481/56233/20348/11816/68813/20971/338366/83397/101540/18591/18613/23871/14751/22339/12767/76707/11606/56717/23789/269878/26921/16952/16202/73139/55985/94184/23790/11826/269608/17260/20358/75723/16776/17311/19015/19247/69601/20692/14389/13636/12512/68585/15117/14164/15184/21961/16000/16973/19270/17286/93759/14268/15289/12261/71093/18803/19229/14775/239528/108911/66864/11350/17295/105844/50884/11947/11596/56426/79264/18187/11600/11426/56048/68750/13078/14182/18750/13846/212307/19353/16412/12331/16410/16002/18024/18472/107351/22346/52392/108151/17257/17381/19141/56218/66313/20583/67338/76499/21857/24136/20901/11749/232227/19245/12317/11946/11502/23942/14172/241324/24071/15116/13001/104831/53869/16476/14645/12339/16480/16590/11651/22682/11852/19303,135,42.5,2.662233302558887
BP,GO:0050684,regulation of mRNA processing,62/3993,141/19395,2.8668378112418645e-10,3.7521792936481595e-8,2.7450638202874174e-8,11758/235497/19655/107951/20384/20637/230753/20926/60532/20658/57317/110809/20817/28000/101214/19205/224903/18789/56758/432508/12696/76938/15388/231386/22083/229709/231769/83486/67040/15481/15387/12261/208922/20383/20382/66704/233900/59092/225027/20815/20462/67996/51810/73473/68675/53379/14007/107817/224902/110532/269061/67039/18148/13548/108014/13207/20218/12537/433702/192170/16969/60365,62,42.5,-3.683003683005525
BP,GO:0016236,macroautophagy,76/3993,187/19395,2.8832181136886536e-10,3.7521792936481595e-8,2.7450638202874174e-8,15944/52639/110147/76308/66725/244962/68728/14466/140742/67727/20333/94178/192652/67474/13033/56717/76983/319801/320528/11975/67526/68943/217893/54396/230895/211134/67841/18786/78246/217695/217379/76559/93759/98732/16151/107607/56208/100502841/74302/67839/18412/13663/80743/27060/12421/51897/56048/72344/78610/73158/19164/19349/14679/16784/54636/56367/55978/75788/18718/108079/68118/17168/108083/257632/17966/269523/75669/29869/93739/12176/18475/74374/245860/225326/70381/100855,76,42.5,2.878277741744304
BP,GO:0046390,ribose phosphate biosynthetic process,88/3993,228/19395,2.8839317547254864e-10,3.7521792936481595e-8,2.7450638202874174e-8,11674/14433/14381/27273/18103/104112/60525/21991/67054/108155/11717/55936/11949/70456/14081/14635/18746/230103/14751/56248/56428/27402/18648/18641/319801/80914/12398/72106/19017/18597/19139/235339/18640/66592/16000/20185/18655/216805/110095/18950/228026/271639/54391/56421/331487/11947/11545/66588/100705/21881/71679/28080/12859/66826/13382/79059/16548/22247/11564/19164/17319/236900/66445/108099/110119/72141/18439/98496/108079/51797/15277/18604/14555/68837/17425/68087/106564/11946/269523/20848/66043/12499/56749/269614/70025/328099/11957/16969,88,42.5,4.647775616552307
BP,GO:0006888,ER to Golgi vesicle-mediated transport,56/3993,123/19395,4.134054550056641e-10,5.266613244499242e-8,3.853011367925598e-8,56491/76308/66725/21787/99683/69162/56041/110379/338366/67727/20333/227648/56418/26554/69608/68581/70349/54161/67458/12847/70361/66397/76983/50797/231070/192292/12282/67397/66676/56494/214895/213827/59042/66366/67456/20660/89867/77371/12068/76483/20334/30960/207352/14451/66682/269523/17083/67180/66890/320714/50907/21766/71116/26951/68137/11840,56,48,4.748304092260448
BP,GO:0022613,ribonucleoprotein complex biogenesis,139/3993,416/19395,4.806224224340485e-10,5.93958983878945e-8,4.3453555648070176e-8,19655/13665/81898/67493/68083/56095/70683/104662/53414/22258/12181/73736/69821/73674/72587/230737/75751/66410/192196/56200/99375/224619/24015/213773/69527/110809/66229/20817/28000/97112/68995/15278/27374/217995/52530/56758/214572/117109/432508/67025/71990/353258/68184/12696/231386/19384/15519/234549/231769/101867/83486/66467/106298/67040/93759/217011/53817/12261/234384/320632/67755/80913/14791/239528/19989/13669/66878/20815/17975/14300/20239/67684/213895/20116/72344/76850/66978/67996/67097/67204/216987/67973/23881/74778/103573/14007/67459/269061/66448/66254/216156/12121/217431/28035/68988/192159/18148/19069/233871/216766/108079/229317/59050/225348/68147/68966/67239/26908/20901/72831/57315/328110/11837/18983/67936/100503670/66405/19942/18432/433702/19988/26905/11920/50529/66583/50911/14645/16898/110109/20227/64934/67070/75705/382038/208366/217038/78796/20044/66489,139,49.5,1.6641272464877448
BP,GO:0006733,oxidoreduction coenzyme metabolic process,71/3993,172/19395,4.856573866549019e-10,5.93958983878945e-8,4.3453555648070176e-8,11674/14433/14381/110208/15483/14261/21991/12409/59027/108155/21351/17436/70456/14635/55990/18746/14751/269951/17448/56428/27402/78920/18648/18641/56075/320717/319801/266690/12398/72106/19017/18597/16828/235339/18640/16000/107029/192185/20185/18655/54683/17449/56421/66646/21881/13382/67914/16548/19164/17319/108099/110119/223646/72141/18439/170718/108079/15277/14555/15929/68837/17425/269523/71883/107766/20848/19895/12499/56857/67834/16969,71,49.5,6.978959976453596
BP,GO:0009141,nucleoside triphosphate metabolic process,101/3993,277/19395,6.174489544050239e-10,7.40333403173867e-8,5.416218898289684e-8,11674/14433/18103/66725/21991/98660/66945/108155/11717/55936/214254/11949/14635/18746/14751/56248/56428/22169/18648/56451/227731/18641/227197/319801/56738/12398/74006/72106/19017/16828/68943/19384/270166/18640/226646/66592/16000/67059/15481/53893/20185/26430/18655/72900/216805/84682/18950/56045/56421/11947/11545/66588/68550/74143/225887/71679/28080/12859/66826/13382/67914/12015/79059/16548/19164/17319/66445/14679/108099/110119/72141/17257/18439/98496/12857/108079/110074/51797/27369/15277/14555/57320/68837/17995/66072/17425/11946/13063/269523/22272/20848/211948/66043/12499/67414/67267/11964/16434/11957/16969/12867,101,51,5.031955302134492
